,Sigla da UF,Código do Município,Nome do Município,Código da Escola,Nome da Escola,Rede,ano,MT_5o,IDEB_5o,MT_9o,IDEB_9o,cactus,ID_PROVA_BRASIL,NIVEL_SOCIO_ECONOMICO,MEDIA_5EF_MT,MEDIA_9EF_MT
10102,CE,2311603,Redenção,23056800,Vicente Ferreira Do Vale Emeief,Municipal,2017,171.23,4.5,259.18,5.1,não cactus,2017,Grupo 2,171.23,259.18
10103,CE,2311603,Redenção,23056800,Vicente Ferreira Do Vale Emeief,Municipal,2019,203.1,5.3,267.22,5.2,não cactus,2017,Grupo 2,171.23,259.18
10104,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2005,,,,,não cactus,2017,Grupo 2,219.17,262.49
10105,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2007,,,,,não cactus,2017,Grupo 2,219.17,262.49
10106,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2009,,,,,não cactus,2017,Grupo 2,219.17,262.49
10107,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2011,178.38,4.4,,,não cactus,2017,Grupo 2,219.17,262.49
10108,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2013,220.15,5.9,249.51,5.0,não cactus,2017,Grupo 2,219.17,262.49
10109,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2015,240.79,6.7,237.38,4.8,não cactus,2017,Grupo 2,219.17,262.49
10110,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2017,219.17,6.1,262.49,5.6,não cactus,2017,Grupo 2,219.17,262.49
10111,CE,2311603,Redenção,23056819,Anto Barbosa Esc Mun Ei E Ef,Municipal,2019,249.27,7.0,279.7,6.0,não cactus,2017,Grupo 2,219.17,262.49
10112,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2005,,,225.89,3.0,não cactus,2017,Grupo 2,231.47,249.62
10113,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2007,155.43,3.0,,,não cactus,2017,Grupo 2,231.47,249.62
10114,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2009,192.17,4.3,,,não cactus,2017,Grupo 2,231.47,249.62
10115,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2011,209.21,5.4,,,não cactus,2017,Grupo 2,231.47,249.62
10116,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2013,206.65,5.2,249.47,4.6,não cactus,2017,Grupo 2,231.47,249.62
10117,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2015,216.87,5.5,255.01,5.1,não cactus,2017,Grupo 2,231.47,249.62
10118,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2017,231.47,6.3,249.62,4.7,não cactus,2017,Grupo 2,231.47,249.62
10119,CE,2311603,Redenção,23056843,Anto Jaco Esc Mun 1 Gr Deputado,Municipal,2019,228.27,6.3,261.25,5.2,não cactus,2017,Grupo 2,231.47,249.62
10120,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2005,160.84,2.8,222.08,3.1,não cactus,2017,Grupo 2,212.24,237.74
10121,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2007,172.97,3.3,235.28,3.8,não cactus,2017,Grupo 2,212.24,237.74
10122,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2009,176.48,3.8,231.25,4.3,não cactus,2017,Grupo 2,212.24,237.74
10123,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2011,181.66,4.2,224.66,4.0,não cactus,2017,Grupo 2,212.24,237.74
10124,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2013,178.92,4.3,236.56,4.4,não cactus,2017,Grupo 2,212.24,237.74
10125,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2015,205.0,5.4,,,não cactus,2017,Grupo 2,212.24,237.74
10126,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2017,212.24,5.9,237.74,4.8,não cactus,2017,Grupo 2,212.24,237.74
10127,CE,2311603,Redenção,23056886,Cecilia Pereira Esc Eief,Municipal,2019,228.05,6.1,249.87,4.9,não cactus,2017,Grupo 2,212.24,237.74
10128,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2005,,,235.49,3.2,não cactus,2017,Grupo 3,212.91,228.94
10129,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2007,172.98,3.6,,,não cactus,2017,Grupo 3,212.91,228.94
10130,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2009,182.46,4.3,226.33,3.9,não cactus,2017,Grupo 3,212.91,228.94
10131,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2011,195.24,5.0,226.89,4.1,não cactus,2017,Grupo 3,212.91,228.94
10132,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2013,185.36,4.7,235.75,4.3,não cactus,2017,Grupo 3,212.91,228.94
10133,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2015,222.94,6.1,248.55,4.9,não cactus,2017,Grupo 3,212.91,228.94
10134,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2017,212.91,5.7,228.94,4.2,não cactus,2017,Grupo 3,212.91,228.94
10135,CE,2311603,Redenção,23056932,Terto Venancio Esc Mun Eief,Municipal,2019,198.88,5.1,255.59,5.0,não cactus,2017,Grupo 3,212.91,228.94
10136,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2005,,,,,não cactus,2017,Grupo 2,227.19,255.0
10137,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2007,,,,,não cactus,2017,Grupo 2,227.19,255.0
10138,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2009,,,,,não cactus,2017,Grupo 2,227.19,255.0
10139,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2011,,,,,não cactus,2017,Grupo 2,227.19,255.0
10140,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2013,,,,,não cactus,2017,Grupo 2,227.19,255.0
10141,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2015,204.5,5.3,,,não cactus,2017,Grupo 2,227.19,255.0
10142,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2017,227.19,6.6,255.0,5.0,não cactus,2017,Grupo 2,227.19,255.0
10143,CE,2311603,Redenção,23056983,Joao Alves Gouveia Esc Mul Eief,Municipal,2019,243.18,6.5,266.93,5.3,não cactus,2017,Grupo 2,227.19,255.0
10144,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2005,,,,,não cactus,2017,,223.94,260.16
10145,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2007,,,,,não cactus,2017,,223.94,260.16
10146,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2009,190.16,4.4,235.3,3.8,não cactus,2017,,223.94,260.16
10147,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2011,,,,,não cactus,2017,,223.94,260.16
10148,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2013,,,,,não cactus,2017,,223.94,260.16
10149,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2015,,,,,não cactus,2017,,223.94,260.16
10150,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2017,223.94,6.0,260.16,5.5,não cactus,2017,,223.94,260.16
10151,CE,2311603,Redenção,23056991,Joaquim Simao De Oliveira E Mul E I E F,Municipal,2019,259.12,7.6,313.44,6.7,não cactus,2017,,223.94,260.16
10152,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2005,,,,,não cactus,2017,Grupo 2,198.52,236.69
10153,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2007,,,,,não cactus,2017,Grupo 2,198.52,236.69
10154,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2009,178.22,4.2,229.55,4.2,não cactus,2017,Grupo 2,198.52,236.69
10155,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2011,176.44,4.3,243.52,4.6,não cactus,2017,Grupo 2,198.52,236.69
10156,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2013,166.2,3.8,233.96,4.2,não cactus,2017,Grupo 2,198.52,236.69
10157,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2015,197.5,4.5,231.52,4.5,não cactus,2017,Grupo 2,198.52,236.69
10158,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2017,198.52,5.2,236.69,4.5,não cactus,2017,Grupo 2,198.52,236.69
10159,CE,2311603,Redenção,23057092,Luis Dias Damasceno Esc Mun Ei E Ef,Municipal,2019,207.24,5.8,253.64,5.2,não cactus,2017,Grupo 2,198.52,236.69
10160,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2005,,,,,não cactus,2017,Grupo 2,285.96,298.2
10161,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2007,,,,,não cactus,2017,Grupo 2,285.96,298.2
10162,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2009,187.42,4.6,,,não cactus,2017,Grupo 2,285.96,298.2
10163,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2011,199.51,5.0,251.23,4.2,não cactus,2017,Grupo 2,285.96,298.2
10164,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2013,254.79,7.0,268.19,5.2,não cactus,2017,Grupo 2,285.96,298.2
10165,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2015,320.67,9.1,,,não cactus,2017,Grupo 2,285.96,298.2
10166,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2017,285.96,8.4,298.2,6.2,não cactus,2017,Grupo 2,285.96,298.2
10167,CE,2311702,Reriutaba,23029978,Antonio Alves De Sousa Eeif,Municipal,2019,261.94,7.4,269.35,5.6,não cactus,2017,Grupo 2,285.96,298.2
10168,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2005,,,,,não cactus,2017,,293.22,297.22
10169,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2007,,,,,não cactus,2017,,293.22,297.22
10170,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2009,188.67,4.1,,,não cactus,2017,,293.22,297.22
10171,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2011,,,,,não cactus,2017,,293.22,297.22
10172,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2013,,,294.5,5.5,não cactus,2017,,293.22,297.22
10173,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2015,,,,,não cactus,2017,,293.22,297.22
10174,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2017,293.22,7.7,297.22,5.4,não cactus,2017,,293.22,297.22
10175,CE,2311702,Reriutaba,23030020,Centro De Educacao Rural De Riacho Das Flores Eeif,Municipal,2019,238.68,6.4,271.7,5.5,não cactus,2017,,293.22,297.22
10176,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2005,,,,,não cactus,2017,Grupo 2,240.65,318.31
10177,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2007,165.68,3.3,,,não cactus,2017,Grupo 2,240.65,318.31
10178,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2009,155.79,3.5,,,não cactus,2017,Grupo 2,240.65,318.31
10179,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2011,244.33,6.0,272.94,5.0,não cactus,2017,Grupo 2,240.65,318.31
10180,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2013,243.66,6.0,239.06,4.0,não cactus,2017,Grupo 2,240.65,318.31
10181,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2015,,,286.17,4.2,não cactus,2017,Grupo 2,240.65,318.31
10182,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2017,240.65,6.5,318.31,5.0,não cactus,2017,Grupo 2,240.65,318.31
10183,CE,2311702,Reriutaba,23030089,Nossa Senhora Das Gracas Eeif,Municipal,2019,240.82,6.3,,,não cactus,2017,Grupo 2,240.65,318.31
10184,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2005,,,,,não cactus,2017,Grupo 2,290.95,324.26
10185,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2007,,,,,não cactus,2017,Grupo 2,290.95,324.26
10186,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2009,217.61,5.6,,,não cactus,2017,Grupo 2,290.95,324.26
10187,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2011,218.91,5.1,234.32,4.0,não cactus,2017,Grupo 2,290.95,324.26
10188,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2013,274.31,7.7,246.77,4.6,não cactus,2017,Grupo 2,290.95,324.26
10189,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2015,289.32,8.3,256.27,5.2,não cactus,2017,Grupo 2,290.95,324.26
10190,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2017,290.95,7.9,324.26,6.8,não cactus,2017,Grupo 2,290.95,324.26
10191,CE,2311702,Reriutaba,23030224,Marcelo Da Cunha Araujo Eeif,Municipal,2019,304.23,9.0,335.35,6.6,não cactus,2017,Grupo 2,290.95,324.26
10192,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2005,,,,,não cactus,2017,Grupo 2,286.54,258.46
10193,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2007,181.01,3.7,,,não cactus,2017,Grupo 2,286.54,258.46
10194,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2009,184.27,4.4,221.8,3.8,não cactus,2017,Grupo 2,286.54,258.46
10195,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2011,224.08,5.2,242.5,4.1,não cactus,2017,Grupo 2,286.54,258.46
10196,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2013,223.23,4.9,232.21,3.8,não cactus,2017,Grupo 2,286.54,258.46
10197,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2015,290.57,8.0,241.03,4.5,não cactus,2017,Grupo 2,286.54,258.46
10198,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2017,286.54,7.9,258.46,4.6,não cactus,2017,Grupo 2,286.54,258.46
10199,CE,2311702,Reriutaba,23030275,Colegio Raimundo Mesquita Eeif,Municipal,2019,232.7,6.2,256.68,5.0,não cactus,2017,Grupo 2,286.54,258.46
10200,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2005,,,,,não cactus,2017,Grupo 2,307.55,273.94
10201,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2007,,,,,não cactus,2017,Grupo 2,307.55,273.94
10202,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2009,172.63,3.9,,,não cactus,2017,Grupo 2,307.55,273.94
10203,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2011,189.84,4.8,229.45,3.8,não cactus,2017,Grupo 2,307.55,273.94
10204,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2013,253.9,6.6,240.51,4.1,não cactus,2017,Grupo 2,307.55,273.94
10205,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2015,251.53,7.1,,,não cactus,2017,Grupo 2,307.55,273.94
10206,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2017,307.55,8.2,273.94,4.8,não cactus,2017,Grupo 2,307.55,273.94
10207,CE,2311702,Reriutaba,23030305,Zacarias Cordeiro De Paulo Eeif,Municipal,2019,280.93,7.5,321.35,6.3,não cactus,2017,Grupo 2,307.55,273.94
10208,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2005,,,,,não cactus,2017,Grupo 2,255.89,278.16
10209,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2007,,,,,não cactus,2017,Grupo 2,255.89,278.16
10210,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2009,165.56,3.8,217.79,3.7,não cactus,2017,Grupo 2,255.89,278.16
10211,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2011,208.06,5.1,221.07,3.5,não cactus,2017,Grupo 2,255.89,278.16
10212,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2013,258.51,6.8,302.61,5.4,não cactus,2017,Grupo 2,255.89,278.16
10213,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2015,292.27,8.4,268.94,5.2,não cactus,2017,Grupo 2,255.89,278.16
10214,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2017,255.89,6.8,278.16,5.4,não cactus,2017,Grupo 2,255.89,278.16
10215,CE,2311702,Reriutaba,23030321,Deputado Manoel Rodrigues Eeif,Municipal,2019,255.63,7.0,279.3,5.4,não cactus,2017,Grupo 2,255.89,278.16
10216,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2005,168.1,3.2,,,não cactus,2017,Grupo 3,223.37,294.99
10217,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2007,162.94,2.7,,,não cactus,2017,Grupo 3,223.37,294.99
10218,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2009,195.03,4.2,,,não cactus,2017,Grupo 3,223.37,294.99
10219,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2011,198.48,4.4,,,não cactus,2017,Grupo 3,223.37,294.99
10220,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2013,214.07,4.6,249.19,3.7,não cactus,2017,Grupo 3,223.37,294.99
10221,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2015,219.74,5.3,278.92,5.0,não cactus,2017,Grupo 3,223.37,294.99
10222,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2017,223.37,5.8,294.99,6.3,não cactus,2017,Grupo 3,223.37,294.99
10223,CE,2311801,Russas,23131691,Coracao De Jesus Emeief,Municipal,2019,258.66,7.0,,,não cactus,2017,Grupo 3,223.37,294.99
10224,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2005,,,,,não cactus,2017,Grupo 2,233.22,281.38
10225,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2007,,,,,não cactus,2017,Grupo 2,233.22,281.38
10226,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2009,178.64,3.5,,,não cactus,2017,Grupo 2,233.22,281.38
10227,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2011,,,,,não cactus,2017,Grupo 2,233.22,281.38
10228,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2013,174.91,4.0,,,não cactus,2017,Grupo 2,233.22,281.38
10229,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2015,,,249.72,4.6,não cactus,2017,Grupo 2,233.22,281.38
10230,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2017,233.22,6.3,281.38,5.7,não cactus,2017,Grupo 2,233.22,281.38
10231,CE,2311801,Russas,23131772,Nossa Senhora De Fatima Emeief,Municipal,2019,265.58,7.5,282.43,5.7,não cactus,2017,Grupo 2,233.22,281.38
10232,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2005,,,,,não cactus,2017,Grupo 2,267.43,291.23
10233,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2007,,,,,não cactus,2017,Grupo 2,267.43,291.23
10234,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2009,181.56,3.9,236.29,3.6,não cactus,2017,Grupo 2,267.43,291.23
10235,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2011,181.51,3.7,237.38,4.4,não cactus,2017,Grupo 2,267.43,291.23
10236,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2013,222.58,5.6,253.68,4.9,não cactus,2017,Grupo 2,267.43,291.23
10237,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2015,260.43,6.6,266.18,5.4,não cactus,2017,Grupo 2,267.43,291.23
10238,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2017,267.43,7.6,,,não cactus,2017,Grupo 2,267.43,291.23
10239,CE,2311801,Russas,23131780,Francisco Das Chagas Lima Emeief,Municipal,2019,282.02,7.6,311.81,6.6,não cactus,2017,Grupo 2,267.43,291.23
10240,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2005,,,,,não cactus,2017,,248.24,276.46
10241,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2007,,,,,não cactus,2017,,248.24,276.46
10242,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2009,,,,,não cactus,2017,,248.24,276.46
10243,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2011,161.53,3.0,,,não cactus,2017,,248.24,276.46
10244,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2013,,,,,não cactus,2017,,248.24,276.46
10245,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2015,,,,,não cactus,2017,,248.24,276.46
10246,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2017,248.24,6.9,,,não cactus,2017,,248.24,276.46
10247,CE,2311801,Russas,23131799,Francisco Sergio Reboucas Emeief,Municipal,2019,252.83,6.8,277.72,5.6,não cactus,2017,,248.24,276.46
10248,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2005,172.54,3.9,223.51,2.4,não cactus,2017,Grupo 3,240.83,289.8
10249,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2007,175.79,3.8,245.48,4.0,não cactus,2017,Grupo 3,240.83,289.8
10250,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2009,211.77,4.9,238.65,4.0,não cactus,2017,Grupo 3,240.83,289.8
10251,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2011,218.05,5.1,256.95,3.9,não cactus,2017,Grupo 3,240.83,289.8
10252,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2013,232.92,6.1,272.16,5.0,não cactus,2017,Grupo 3,240.83,289.8
10253,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2015,,,284.62,5.6,não cactus,2017,Grupo 3,240.83,289.8
10254,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2017,240.83,6.0,289.8,5.8,não cactus,2017,Grupo 3,240.83,289.8
10255,CE,2311801,Russas,23131896,Jose Raimundo De Deus Emeief,Municipal,2019,247.34,6.3,293.22,5.9,não cactus,2017,Grupo 3,240.83,289.8
10256,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2005,,,,,não cactus,2017,Grupo 2,240.39,303.82
10257,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2007,,,,,não cactus,2017,Grupo 2,240.39,303.82
10258,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2009,185.66,4.1,236.38,3.3,não cactus,2017,Grupo 2,240.39,303.82
10259,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2011,203.39,4.4,251.22,3.4,não cactus,2017,Grupo 2,240.39,303.82
10260,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2013,221.28,5.1,275.46,4.7,não cactus,2017,Grupo 2,240.39,303.82
10261,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2015,237.61,5.2,311.34,6.1,não cactus,2017,Grupo 2,240.39,303.82
10262,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2017,240.39,6.4,303.82,6.2,não cactus,2017,Grupo 2,240.39,303.82
10263,CE,2311801,Russas,23131900,Jose Ricardo De Matos Emeief,Municipal,2019,259.32,6.8,325.36,6.3,não cactus,2017,Grupo 2,240.39,303.82
10264,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2005,,,,,não cactus,2017,Grupo 2,230.58,269.51
10265,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2007,,,,,não cactus,2017,Grupo 2,230.58,269.51
10266,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2009,182.22,3.7,,,não cactus,2017,Grupo 2,230.58,269.51
10267,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2011,212.49,5.1,264.47,4.7,não cactus,2017,Grupo 2,230.58,269.51
10268,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2013,217.12,5.1,287.62,5.5,não cactus,2017,Grupo 2,230.58,269.51
10269,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2015,237.53,6.1,270.44,5.3,não cactus,2017,Grupo 2,230.58,269.51
10270,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2017,230.58,6.3,269.51,4.9,não cactus,2017,Grupo 2,230.58,269.51
10271,CE,2311801,Russas,23131934,Luis Ferreira Lima Emeief,Municipal,2019,279.93,7.7,270.05,4.9,não cactus,2017,Grupo 2,230.58,269.51
10272,CE,2311801,Russas,23131969,Maria Martins De Carvalho Emeief,Municipal,2005,171.07,4.0,,,não cactus,2017,Grupo 2,285.76,318.71
10273,CE,2311801,Russas,23131969,Maria Martins De Carvalho Emeief,Municipal,2007,162.21,3.5,236.8,3.8,não cactus,2017,Grupo 2,285.76,318.71
