,Sigla da UF,Código do Município,Nome do Município_x,Código da Escola,Nome da Escola,Rede,ano,MT_5o,IDEB_5o,MT_9o,IDEB_9o,Nome do Município_y,cactus
12679,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2019,222.78,5.7,271.13,5.5,Iguatu,não cactus
12680,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2005,,,,,Iguatu,não cactus
12681,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2007,167.71,3.2,217.23,3.4,Iguatu,não cactus
12682,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2009,155.8,3.3,,,Iguatu,não cactus
12683,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2011,221.67,5.4,235.38,3.8,Iguatu,não cactus
12684,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2013,,,242.59,4.5,Iguatu,não cactus
12685,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2015,,6.2,,4.2,Iguatu,não cactus
12686,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2017,208.81,5.5,236.49,4.8,Iguatu,não cactus
12687,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2019,200.86,5.4,252.1,5.0,Iguatu,não cactus
12688,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2005,,,,,Iguatu,não cactus
12689,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2007,,,,,Iguatu,não cactus
12690,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2009,,,,,Iguatu,não cactus
12691,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2011,236.03,5.7,,,Iguatu,não cactus
12692,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2013,205.45,5.0,,,Iguatu,não cactus
12693,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2015,,5.5,,4.4,Iguatu,não cactus
12694,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2017,222.89,6.5,246.79,5.0,Iguatu,não cactus
12695,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2019,231.66,6.2,256.63,5.2,Iguatu,não cactus
12696,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2005,175.25,3.3,,,Iguatu,não cactus
12697,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2007,174.44,3.3,,,Iguatu,não cactus
12698,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2009,196.55,4.3,238.0,4.4,Iguatu,não cactus
12699,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2011,204.04,4.6,238.21,4.0,Iguatu,não cactus
12700,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2013,198.42,5.1,275.06,4.8,Iguatu,não cactus
12701,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2015,,5.4,,4.0,Iguatu,não cactus
12702,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2017,207.63,5.7,248.56,4.8,Iguatu,não cactus
12703,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2019,212.52,5.7,252.97,4.8,Iguatu,não cactus
12704,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2005,,,,,Iguatu,não cactus
12705,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2007,,,,,Iguatu,não cactus
12706,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2009,183.58,4.2,237.95,4.1,Iguatu,não cactus
12707,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2011,197.14,4.9,247.99,4.3,Iguatu,não cactus
12708,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2013,191.33,4.8,272.7,5.3,Iguatu,não cactus
12709,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2015,,6.2,,4.7,Iguatu,não cactus
12710,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2017,233.15,6.2,267.55,5.1,Iguatu,não cactus
12711,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2019,220.09,5.8,269.63,5.1,Iguatu,não cactus
12712,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2005,149.16,2.6,214.67,2.7,Iguatu,não cactus
12713,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2007,168.08,3.2,237.51,2.9,Iguatu,não cactus
12714,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2009,176.45,3.6,228.52,3.1,Iguatu,não cactus
12715,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2011,198.22,4.7,234.65,3.3,Iguatu,não cactus
12716,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2013,195.96,5.0,236.37,3.7,Iguatu,não cactus
12717,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2015,,4.8,,3.8,Iguatu,não cactus
12718,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2017,203.63,5.2,238.18,3.9,Iguatu,não cactus
12719,CE,2305506,Iguatu,23221224,Alba Araujo Eef Professora,Municipal,2019,196.7,5.1,254.27,5.2,Iguatu,não cactus
12720,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2005,177.66,4.0,,,Iguatu,não cactus
12721,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2007,185.57,4.0,224.48,2.8,Iguatu,não cactus
12722,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2009,187.6,4.4,,,Iguatu,não cactus
12723,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2011,213.67,5.3,,,Iguatu,não cactus
12724,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2013,204.49,5.2,,,Iguatu,não cactus
12725,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2015,,5.9,,,Iguatu,não cactus
12726,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2017,205.34,5.7,,,Iguatu,não cactus
12727,CE,2305506,Iguatu,23249390,Joao Paulino De Araujo Eef,Municipal,2019,202.38,5.6,258.84,5.0,Iguatu,não cactus
12728,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2005,162.78,3.4,,,Independência,não cactus
12729,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2007,178.89,4.0,212.75,3.2,Independência,não cactus
12730,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2009,200.71,4.9,220.45,3.7,Independência,não cactus
12731,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2011,264.63,7.2,234.02,4.2,Independência,não cactus
12732,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2013,228.26,6.0,236.69,4.3,Independência,não cactus
12733,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2015,261.27,7.0,251.0,4.9,Independência,não cactus
12734,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2017,238.92,6.6,258.91,5.4,Independência,não cactus
12735,CE,2305605,Independência,23086793,Escola De Ensino Fundamental Abigail Antunes Marques,Municipal,2019,309.54,8.9,268.37,5.6,Independência,não cactus
12736,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2005,,,,,Independência,não cactus
12737,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2007,,,,,Independência,não cactus
12738,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2009,,,,,Independência,não cactus
12739,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2011,199.73,5.1,,,Independência,não cactus
12740,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2013,,,,,Independência,não cactus
12741,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2015,222.44,5.9,,,Independência,não cactus
12742,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2017,220.31,6.0,,,Independência,não cactus
12743,CE,2305605,Independência,23086947,Jose Canuto De Oliveira Eef,Municipal,2019,254.75,7.0,,,Independência,não cactus
12744,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2005,,,,,Independência,não cactus
12745,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2007,,,,,Independência,não cactus
12746,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2009,,,,,Independência,não cactus
12747,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2011,205.1,5.3,,,Independência,não cactus
12748,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2013,,,,,Independência,não cactus
12749,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2015,,,,,Independência,não cactus
12750,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2017,,,,,Independência,não cactus
12751,CE,2305605,Independência,23087285,Lima Neto Escola De Ensino Fundamental,Municipal,2019,,,,,Independência,não cactus
12752,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2005,,,,,Independência,não cactus
12753,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2007,,,,,Independência,não cactus
12754,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2009,,,,,Independência,não cactus
12755,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2011,182.64,4.4,,,Independência,não cactus
12756,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2013,,,,,Independência,não cactus
12757,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2015,,,,,Independência,não cactus
12758,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2017,203.78,5.6,,,Independência,não cactus
12759,CE,2305605,Independência,23087382,Raimundo Vieira Esc De Ens Fund,Municipal,2019,257.75,7.3,,,Independência,não cactus
12760,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2005,,,,,Independência,não cactus
12761,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2007,,,,,Independência,não cactus
12762,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2009,,,,,Independência,não cactus
12763,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2011,171.45,4.2,,,Independência,não cactus
12764,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2013,194.95,5.1,,,Independência,não cactus
12765,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2015,,,247.81,4.7,Independência,não cactus
12766,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2017,229.99,6.6,252.71,4.8,Independência,não cactus
12767,CE,2305605,Independência,23087633,Virgilio Tavora Escola De Ensino Fundamental,Municipal,2019,229.95,6.1,,,Independência,não cactus
12768,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2005,,,,,Independência,não cactus
12769,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2007,,,,,Independência,não cactus
12770,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2009,,,,,Independência,não cactus
12771,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2011,207.88,5.4,,,Independência,não cactus
12772,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2013,,,,,Independência,não cactus
12773,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2015,,,,,Independência,não cactus
12774,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2017,,,,,Independência,não cactus
12775,CE,2305605,Independência,23087757,Justino Ferreira De Melo Grupo Escolar,Municipal,2019,,,,,Independência,não cactus
12776,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2005,,,,,Independência,não cactus
12777,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2007,,,,,Independência,não cactus
12778,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2009,,,,,Independência,não cactus
12779,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2011,,,,,Independência,não cactus
12780,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2013,,,,,Independência,não cactus
12781,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2015,,,253.53,4.9,Independência,não cactus
12782,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2017,225.81,6.4,256.95,5.1,Independência,não cactus
12783,CE,2305605,Independência,23087781,Manoel Ferreira De Melo Escola De Ensino Fundamental,Municipal,2019,253.38,6.8,269.11,5.6,Independência,não cactus
12784,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2005,,,,,Independência,não cactus
12785,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2007,165.89,3.5,213.78,3.2,Independência,não cactus
12786,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2009,223.12,5.7,226.94,3.9,Independência,não cactus
12787,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2011,240.26,6.4,246.49,4.4,Independência,não cactus
12788,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2013,292.11,7.9,244.34,4.6,Independência,não cactus
12789,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2015,319.08,8.9,285.55,5.7,Independência,não cactus
12790,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2017,272.66,8.1,306.43,6.7,Independência,não cactus
12791,CE,2305605,Independência,23088060,Maria Do Carmo Cardoso E E F,Municipal,2019,331.97,9.8,350.57,7.2,Independência,não cactus
12792,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2005,,,,,Independência,não cactus
12793,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2007,,,,,Independência,não cactus
12794,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2009,,,,,Independência,não cactus
12795,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2011,,,,,Independência,não cactus
12796,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2013,206.65,5.3,,,Independência,não cactus
12797,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2015,,,,,Independência,não cactus
12798,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2017,,,,,Independência,não cactus
12799,CE,2305605,Independência,23088176,Joao Pereira Filho Esc De Ens Fundamental,Municipal,2019,,,,,Independência,não cactus
12800,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2005,154.28,3.0,,,Independência,não cactus
12801,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2007,166.29,3.2,239.49,3.6,Independência,não cactus
12802,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2009,181.09,3.9,239.55,3.9,Independência,não cactus
12803,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2011,226.39,5.5,245.67,4.4,Independência,não cactus
12804,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2013,211.11,5.6,277.39,5.0,Independência,não cactus
12805,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2015,294.12,8.2,274.25,5.4,Independência,não cactus
12806,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2017,219.98,6.0,242.68,4.9,Independência,não cactus
12807,CE,2305605,Independência,23088206,Escola De Ensino Infantil E Fundamental Jose Ferreira Dos Santos,Municipal,2019,300.81,8.7,280.41,6.1,Independência,não cactus
12808,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2005,,,,,Independência,não cactus
12809,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2007,,,,,Independência,não cactus
12810,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2009,,,,,Independência,não cactus
12811,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2011,232.63,5.9,,,Independência,não cactus
12812,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2013,,,,,Independência,não cactus
12813,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2015,,,,,Independência,não cactus
12814,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2017,,,,,Independência,não cactus
12815,CE,2305605,Independência,23088214,Jose Rodrigues Zumba Escola De Ensino Fundamental,Municipal,2019,,,,,Independência,não cactus
12816,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2005,,,,,Independência,não cactus
12817,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2007,,,,,Independência,não cactus
12818,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2009,,,,,Independência,não cactus
12819,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2011,,,,,Independência,não cactus
12820,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2013,,,,,Independência,não cactus
12821,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2015,,,,,Independência,não cactus
12822,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2017,204.67,5.6,,,Independência,não cactus
12823,CE,2305605,Independência,23198214,Juazeiro Eef,Municipal,2019,,,,,Independência,não cactus
12824,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2005,,,,,Ipaporanga,não cactus
12825,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2007,,,,,Ipaporanga,não cactus
12826,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2009,,,,,Ipaporanga,não cactus
12827,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2011,227.22,5.8,,,Ipaporanga,não cactus
12828,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2013,,,,,Ipaporanga,não cactus
12829,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2015,,,249.08,4.9,Ipaporanga,não cactus
12830,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2017,259.63,7.5,284.54,5.8,Ipaporanga,não cactus
12831,CE,2305654,Ipaporanga,23088567,Antonio Lopes Teixeira Eef,Municipal,2019,,,269.32,5.8,Ipaporanga,não cactus
12832,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2005,,,,,Ipaporanga,não cactus
12833,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2007,,,,,Ipaporanga,não cactus
12834,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2009,,,,,Ipaporanga,não cactus
12835,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2011,,,,,Ipaporanga,não cactus
12836,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2013,,,,,Ipaporanga,não cactus
12837,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2015,,,,,Ipaporanga,não cactus
12838,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2017,233.46,6.4,,,Ipaporanga,não cactus
12839,CE,2305654,Ipaporanga,23088613,Jorge Pinheiro De Oliveira Eef,Municipal,2019,,,,,Ipaporanga,não cactus
12840,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2005,,,,,Ipaporanga,não cactus
12841,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2007,,,,,Ipaporanga,não cactus
12842,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2009,,,211.17,3.5,Ipaporanga,não cactus
12843,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2011,203.03,5.0,227.87,4.0,Ipaporanga,não cactus
12844,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2013,225.67,6.3,,,Ipaporanga,não cactus
12845,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2015,,,,,Ipaporanga,não cactus
12846,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2017,,,,,Ipaporanga,não cactus
12847,CE,2305654,Ipaporanga,23089024,Rita De Cassia Eef Sta,Municipal,2019,260.28,7.1,,,Ipaporanga,não cactus
12848,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2005,,,,,Ipaporanga,não cactus
12849,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2007,,,,,Ipaporanga,não cactus
12850,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2009,,,237.73,3.5,Ipaporanga,não cactus
12851,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2011,,,260.69,4.9,Ipaporanga,não cactus
12852,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2013,,,,,Ipaporanga,não cactus
12853,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2015,,,,,Ipaporanga,não cactus
12854,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2017,285.94,8.1,343.75,7.5,Ipaporanga,não cactus
12855,CE,2305654,Ipaporanga,23089121,Macaro Jorge Soares Eef,Municipal,2019,299.81,9.0,322.81,7.0,Ipaporanga,não cactus
12856,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2005,,,,,Ipaporanga,não cactus
12857,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2007,,,,,Ipaporanga,não cactus
12858,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2009,,,213.76,3.7,Ipaporanga,não cactus
12859,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2011,221.5,5.8,225.75,3.9,Ipaporanga,não cactus
12860,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2013,213.89,5.4,,,Ipaporanga,não cactus
12861,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2015,280.13,8.0,288.65,6.2,Ipaporanga,não cactus
12862,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2017,291.79,8.7,313.26,7.0,Ipaporanga,não cactus
12863,CE,2305654,Ipaporanga,23202165,Jose Domingos De Morais Eef,Municipal,2019,309.4,9.0,330.5,7.7,Ipaporanga,não cactus
12864,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2005,,,,,Ipaporanga,não cactus
12865,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2007,,,,,Ipaporanga,não cactus
12866,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2009,,,228.06,3.4,Ipaporanga,não cactus
12867,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2011,198.89,4.7,235.91,3.8,Ipaporanga,não cactus
12868,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2013,,,,,Ipaporanga,não cactus
12869,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2015,,,235.58,4.4,Ipaporanga,não cactus
12870,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2017,211.57,5.9,245.92,4.6,Ipaporanga,não cactus
12871,CE,2305654,Ipaporanga,23202246,Marcos De Almeida Neto Eef,Municipal,2019,247.48,7.7,281.37,6.4,Ipaporanga,não cactus
12872,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2005,176.38,3.7,214.42,2.8,Ipaporanga,não cactus
12873,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2007,167.0,3.2,217.74,2.9,Ipaporanga,não cactus
12874,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2009,194.36,4.7,227.5,4.0,Ipaporanga,não cactus
12875,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2011,224.29,5.7,221.97,3.7,Ipaporanga,não cactus
12876,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2013,187.19,4.7,237.54,4.1,Ipaporanga,não cactus
12877,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2015,248.7,6.8,246.53,4.6,Ipaporanga,não cactus
12878,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2017,250.05,7.0,254.65,5.1,Ipaporanga,não cactus
12879,CE,2305654,Ipaporanga,23249005,Waldemar De Alcantara Governador Eef,Municipal,2019,277.46,7.4,260.55,5.1,Ipaporanga,não cactus
12880,CE,2305704,Ipaumirim,23149876,Jose Alves De Oliveira Eef,Municipal,2005,,,,,Ipaumirim,não cactus
12881,CE,2305704,Ipaumirim,23149876,Jose Alves De Oliveira Eef,Municipal,2007,162.84,2.4,,,Ipaumirim,não cactus
12882,CE,2305704,Ipaumirim,23149876,Jose Alves De Oliveira Eef,Municipal,2009,162.25,2.4,,,Ipaumirim,não cactus
12883,CE,2305704,Ipaumirim,23149876,Jose Alves De Oliveira Eef,Municipal,2011,183.65,4.0,,,Ipaumirim,não cactus
12884,CE,2305704,Ipaumirim,23149876,Jose Alves De Oliveira Eef,Municipal,2013,224.19,5.8,280.89,4.8,Ipaumirim,não cactus
12885,CE,2305704,Ipaumirim,23149876,Jose Alves De Oliveira Eef,Municipal,2015,204.45,4.6,260.33,3.8,Ipaumirim,não cactus
