id_escola,nome_escola,ano,nota_matematica,ideb,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,NIVEL_SOCIO_ECONOMICO,NU_MATRICULADOS_CENSO_9EF,reprovacao,carro,superior,porc_sexo_masc,porc_cor_prePar,cactus,ID_MUNICIPIO,ano_cactus
23193140,FRANCISCA ALVES DO AMARAL EEIEF,2015,257.02,4.9,3,1,Médio,146,0.3443708609271523,0.35526315789473684,0.09655172413793103,0.5102040816326531,0.6423841059602649,0,2303709,0
23193140,FRANCISCA ALVES DO AMARAL EEIEF,2017,259.06,5.3,3,1,Grupo 3,232,0.05829596412556054,0.49557522123893805,0.109375,0.48148148148148145,0.6044444444444445,0,2303709,0
23193140,FRANCISCA ALVES DO AMARAL EEIEF,2019,257.09,5,3,1,Nível IV,286,0.2813852813852814,0.4329004329004329,0.15151515151515152,0.472027972027972,0.6328671328671329,0,2303709,0
23223197,NAIR MAGALHAES GUERRA EEIEF,2013,230.34,4.1,3,1,Grupo 4,67,0.4032258064516129,0.27419354838709675,0.04918032786885246,0.3870967741935484,0.6612903225806451,0,2303709,0
23223197,NAIR MAGALHAES GUERRA EEIEF,2017,244.11,4.6,3,1,Grupo 3,56,0.057692307692307696,0.40384615384615385,0.12,0.39215686274509803,0.5769230769230769,0,2303709,0
23223197,NAIR MAGALHAES GUERRA EEIEF,2019,260.96,4.9,3,1,Nível III,67,0.13559322033898305,0.3389830508474576,0.1694915254237288,0.4776119402985075,0.9701492537313433,0,2303709,0
23223219,MARIA DOLORES MENEZES DE ALMEIDA EEIEF,2013,257.31,4.6,3,1,Grupo 4,94,0.17391304347826086,0.4444444444444444,0.16666666666666666,0.4666666666666667,0.6935483870967742,0,2303709,0
23223219,MARIA DOLORES MENEZES DE ALMEIDA EEIEF,2015,245.72,4.2,3,1,Médio,146,0.1590909090909091,0.4580152671755725,0.1935483870967742,0.4573643410852713,0.5426356589147286,0,2303709,0
23223219,MARIA DOLORES MENEZES DE ALMEIDA EEIEF,2017,255.09,4.7,3,1,Grupo 3,131,0.05042016806722689,0.48717948717948717,0.15384615384615385,0.4406779661016949,0.6923076923076923,0,2303709,0
23223219,MARIA DOLORES MENEZES DE ALMEIDA EEIEF,2019,268.44,5.5,3,1,Nível IV,120,0.14150943396226415,0.42452830188679247,0.16981132075471697,0.4416666666666667,0.6083333333333333,0,2303709,0
23223294,CONRADO TEIXEIRA EDEIEF TAPEBA,2017,203.84,2.3,3,2,NA,13,0,0,0,0.9090909090909091,0.09090909090909091,0,2303709,0
23223332,LUZIA CORREIA SALES EEIEF,2013,201.21,3,3,1,Grupo 3,69,0.3620689655172414,0.28846153846153844,0.019230769230769232,0.48148148148148145,0.7450980392156863,0,2303709,0
23223332,LUZIA CORREIA SALES EEIEF,2015,242.02,3.9,3,1,Médio,70,0.2641509433962264,0.2692307692307692,0.03773584905660377,0.4339622641509434,0.6226415094339622,0,2303709,0
23223332,LUZIA CORREIA SALES EEIEF,2019,229.81,4.4,3,1,Nível IV,44,0.2777777777777778,0.25,0.05555555555555555,0.5909090909090909,0.9318181818181818,0,2303709,0
23223626,OSMAR DIOGENES PINHEIRO EEIEF,2013,238.02,3.7,3,1,Grupo 3,72,0.2463768115942029,0.28169014084507044,0,0.4225352112676056,0.6571428571428571,0,2303709,0
23223626,OSMAR DIOGENES PINHEIRO EEIEF,2015,233.61,3.7,3,1,Médio Baixo,99,0.43820224719101125,0.2967032967032967,0.022727272727272728,0.45348837209302323,0.625,0,2303709,0
23223626,OSMAR DIOGENES PINHEIRO EEIEF,2017,223.83,3.7,3,1,Grupo 2,37,0.09375,0.34375,0,0.3,0.6875,0,2303709,0
23223626,OSMAR DIOGENES PINHEIRO EEIEF,2019,233.62,3.8,3,1,Nível IV,59,0.425531914893617,0.23404255319148937,0.06382978723404255,0.5084745762711864,0.8135593220338984,0,2303709,0
23223634,PEDRO MOREIRA DE OLIVEIRA EEIEF,2013,232.17,4,3,2,Grupo 3,26,0.24,0.375,0.041666666666666664,0.25,0.6086956521739131,0,2303709,0
23223634,PEDRO MOREIRA DE OLIVEIRA EEIEF,2015,264.48,4.7,3,2,Médio Baixo,21,0.19047619047619047,0.2857142857142857,0.09523809523809523,0.5238095238095238,0.7142857142857143,0,2303709,0
23223634,PEDRO MOREIRA DE OLIVEIRA EEIEF,2017,265.73,5.1,3,2,Grupo 2,16,0,0.25,0.0625,0.4375,0.6875,0,2303709,0
23223634,PEDRO MOREIRA DE OLIVEIRA EEIEF,2019,229.57,4.2,3,2,Nível II,28,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.4285714285714285,1,0,2303709,0
23223820,ANTONIO BRAGA DA ROCHA EEIEF,2013,228.46,4,3,1,Grupo 3,63,0.35,0.21666666666666667,0.016666666666666666,0.6333333333333333,0.7666666666666667,0,2303709,0
23233524,VERONICA MARIA SILVA DE MENEZES EEIEF,2013,247.47,3.7,3,1,Grupo 3,26,0.19047619047619047,0.19047619047619047,0,0.42857142857142855,0.8571428571428571,0,2303709,0
23233524,VERONICA MARIA SILVA DE MENEZES EEIEF,2015,254.19,3.4,3,1,Médio Baixo,20,0.23529411764705882,0.14285714285714285,0,0.7727272727272727,0.7727272727272727,0,2303709,0
23233524,VERONICA MARIA SILVA DE MENEZES EEIEF,2017,255.99,4.5,3,1,Grupo 3,23,0,0.42857142857142855,0.14285714285714285,0.45,0.7142857142857143,0,2303709,0
23233524,VERONICA MARIA SILVA DE MENEZES EEIEF,2019,253.01,4.3,3,1,Nível III,20,0.11764705882352941,0.35294117647058826,0.058823529411764705,0.4,1,0,2303709,0
23249579,RITA DE CASSIA BRASILEIRO PONTES EEIEF,2013,223.05,3.6,3,1,Grupo 3,106,0.3372093023255814,0.21686746987951808,0.03529411764705882,0.4090909090909091,0.6046511627906976,0,2303709,0
23249579,RITA DE CASSIA BRASILEIRO PONTES EEIEF,2015,249.68,4.1,3,1,Médio Baixo,140,0.2956521739130435,0.31451612903225806,0.0423728813559322,0.6048387096774194,0.768595041322314,0,2303709,0
23249579,RITA DE CASSIA BRASILEIRO PONTES EEIEF,2017,248.54,4.6,3,1,Grupo 3,133,0.10077519379844961,0.4015748031496063,0.059322033898305086,0.44,0.6693548387096774,0,2303709,0
23257903,MIRIAN PONTES JUCA EEIEF,2013,218.73,3.6,3,1,Grupo 3,37,0.53125,0.15151515151515152,0.06060606060606061,0.5151515151515151,0.84375,0,2303709,0
23257903,MIRIAN PONTES JUCA EEIEF,2015,226.76,3.6,3,1,Médio Baixo,32,0.4074074074074074,0.25925925925925924,0.037037037037037035,0.6428571428571429,0.6071428571428571,0,2303709,0
23257903,MIRIAN PONTES JUCA EEIEF,2017,237.67,3.7,3,1,Grupo 3,36,0.11764705882352941,0.17142857142857143,0.06060606060606061,0.42857142857142855,0.7272727272727273,0,2303709,0
23257903,MIRIAN PONTES JUCA EEIEF,2019,240.49,4.5,3,1,Nível III,51,0.22857142857142856,0.3142857142857143,0.11428571428571428,0.5686274509803921,0.8235294117647058,0,2303709,0
23257938,LUIZA MORAES CORREIA TAVORA EEIEF,2013,220.15,3.4,3,1,Grupo 3,101,0.36619718309859156,0.32432432432432434,0.06451612903225806,0.5185185185185185,0.6756756756756757,0,2303709,0
23257938,LUIZA MORAES CORREIA TAVORA EEIEF,2015,229.66,3.9,3,1,Médio Baixo,110,0.2967032967032967,0.25806451612903225,0.043010752688172046,0.5434782608695652,0.6526315789473685,0,2303709,0
23257938,LUIZA MORAES CORREIA TAVORA EEIEF,2019,226.73,3.7,3,1,Nível III,142,0.19658119658119658,0.2564102564102564,0.042735042735042736,0.5704225352112676,0.8028169014084507,0,2303709,0
23257946,ANTONIO MIRANDA DE MELO EEIEF,2013,242.26,3.7,3,1,Grupo 3,35,0.3181818181818182,0.21739130434782608,0.1111111111111111,0.5416666666666666,0.6363636363636364,0,2303709,0
23257946,ANTONIO MIRANDA DE MELO EEIEF,2015,247.17,3.4,3,1,Médio Baixo,82,0.36486486486486486,0.18666666666666668,0.014285714285714285,0.49333333333333335,0.6164383561643836,0,2303709,0
23257946,ANTONIO MIRANDA DE MELO EEIEF,2017,234.34,3.8,3,1,Grupo 3,73,0.10526315789473684,0.29508196721311475,0.017857142857142856,0.3508771929824561,0.8070175438596491,0,2303709,0
23257946,ANTONIO MIRANDA DE MELO EEIEF,2019,239.27,3.5,3,1,Nível III,76,0.3709677419354839,0.24193548387096775,0.03225806451612903,0.4605263157894737,0.7763157894736842,0,2303709,0
23268743,ABA TAPEBA EDEIEF,2013,217.16,3.8,3,1,Grupo 2,20,0.6,0.15,0.05,0.23809523809523808,0.38095238095238093,0,2303709,0
23268743,ABA TAPEBA EDEIEF,2015,241.28,4.2,3,1,Baixo,21,0.25,0.3,0,0.47368421052631576,0.3,0,2303709,0
23268743,ABA TAPEBA EDEIEF,2017,233.03,4.2,3,1,Grupo 2,42,0.12121212121212122,0.2857142857142857,0.08823529411764706,0.5675675675675675,0.3888888888888889,0,2303709,0
23268743,ABA TAPEBA EDEIEF,2019,206.7,3.2,3,1,Nível III,53,0.1111111111111111,0.3055555555555556,0.08333333333333333,0.4905660377358491,0.1886792452830189,0,2303709,0
23269952,HERMINIA ZEDNIK EEIEF,2013,221.52,3.5,3,1,Grupo 3,38,0.16666666666666666,0.25,0.02857142857142857,0.3142857142857143,0.64,0,NA,0
23328835,DANILO SA BENEVIDES MAGALHAES EEIEF,2013,214.05,3,3,1,Grupo 3,46,0.38235294117647056,0.23529411764705882,0,0.6176470588235294,0.5588235294117647,0,2303709,0
23329025,SEBASTIAO BEZERRA DOS SANTOS EEIEF,2013,234.51,4.1,3,1,Grupo 3,40,0.3548387096774194,0.3548387096774194,0,0.6764705882352942,0.6764705882352942,0,2303709,0
23329025,SEBASTIAO BEZERRA DOS SANTOS EEIEF,2015,247.97,4.2,3,1,Médio,62,0.2857142857142857,0.3137254901960784,0,0.6153846153846154,0.6078431372549019,0,2303709,0
23329025,SEBASTIAO BEZERRA DOS SANTOS EEIEF,2017,247.14,5,3,1,Grupo 3,49,0.09803921568627451,0.34,0.045454545454545456,0.49019607843137253,0.6530612244897959,0,2303709,0
23329025,SEBASTIAO BEZERRA DOS SANTOS EEIEF,2019,239.32,4.7,3,1,Nível IV,50,0.2608695652173913,0.30434782608695654,0,0.48,0.9,0,2303709,0
23139242,ANTONIO ALVES DOS SANTOS EMEIF,2017,287.11,5.2,3,1,Grupo 3,18,0,0.2,0.05263157894736842,0.4,0.55,0,2303808,0
23139242,ANTONIO ALVES DOS SANTOS EMEIF,2019,262.76,4.9,3,1,Nível III,23,0.16666666666666666,0.25,0.16666666666666666,0.391304347826087,0.782608695652174,0,2303808,0
23139293,ANTONIO LAURENIO DE OLIVEIRA EMEIF,2017,250.22,4.4,3,1,NA,31,0.03225806451612903,0.22580645161290322,0.03333333333333333,0.4838709677419355,0.6,0,2303808,0
23139307,ANTONIO PINHEIRO TORRES EMEIF,2017,266.34,4.6,3,2,Grupo 1,17,0,0.23529411764705882,0,0.5294117647058824,0.47058823529411764,0,2303808,0
23139307,ANTONIO PINHEIRO TORRES EMEIF,2019,270.56,5.6,3,2,Nível III,19,0,0.35294117647058826,0.11764705882352941,0.5263157894736842,0.7368421052631579,0,2303808,0
23139315,ANTONIETA JUCA MARQUES EMEF,2013,226.61,3.2,3,1,Grupo 3,30,0.4,0.15384615384615385,0.25,0.7307692307692307,0.6,0,2303808,0
23139315,ANTONIETA JUCA MARQUES EMEF,2017,234.03,3.6,3,1,Grupo 2,40,0.075,0.20512820512820512,0.05,0.45,0.7948717948717948,0,2303808,0
23139315,ANTONIETA JUCA MARQUES EMEF,2019,234.71,3.5,3,1,Nível III,39,0.3235294117647059,0.20588235294117646,0.029411764705882353,0.3846153846153846,0.5128205128205128,0,2303808,0
23139374,CELSO ALVES DE ARAUJO EMEF,2013,209.07,3,3,1,Grupo 2,25,0.36363636363636365,0.09523809523809523,0,0.5217391304347826,0.5217391304347826,0,2303808,0
23139374,CELSO ALVES DE ARAUJO EMEF,2017,245.1,3.5,3,1,Grupo 2,27,0.037037037037037035,0.3333333333333333,0.037037037037037035,0.5,0.4074074074074074,0,2303808,0
23139374,CELSO ALVES DE ARAUJO EMEF,2019,259.99,4.1,3,1,Nível III,45,0.2702702702702703,0.21621621621621623,0.10810810810810811,0.5333333333333333,0.2888888888888889,0,2303808,0
23139528,FRANCISCO HENRIQUE DA COSTA EMEIF,2017,283.21,5,3,1,NA,15,0,0.06666666666666667,0,0.4,0.6,0,NA,0
23139579,GABRIEL DINIZ EMEF,2013,246.4,4.4,3,1,Grupo 3,97,0.44565217391304346,0.2111111111111111,0.08695652173913043,0.46236559139784944,0.6043956043956044,0,2303808,0
23139579,GABRIEL DINIZ EMEF,2015,257.13,4.5,3,1,Médio Baixo,111,0.2882882882882883,0.18018018018018017,0.07476635514018691,0.41964285714285715,0.5585585585585585,0,2303808,0
23139579,GABRIEL DINIZ EMEF,2017,277.86,5.1,3,1,Grupo 2,89,0.0989010989010989,0.5444444444444444,0.16091954022988506,0.5,0.6704545454545454,0,2303808,0
23139579,GABRIEL DINIZ EMEF,2019,270.64,4.9,3,1,Nível III,100,0.25,0.28125,0.15625,0.47,0.33,0,2303808,0
23139889,OBI VIANA DINIZ DEP EMEF,2013,219.97,3.3,3,1,Grupo 2,29,0.46153846153846156,0.07692307692307693,0,0.5,0.36,0,2303808,0
23139889,OBI VIANA DINIZ DEP EMEF,2015,242.29,3.6,3,1,Médio Baixo,20,0.47058823529411764,0.0625,0,0.5625,0.625,0,2303808,0
23139889,OBI VIANA DINIZ DEP EMEF,2017,241.75,4.4,3,1,Grupo 2,19,0.05263157894736842,0.16666666666666666,0,0.47368421052631576,0.6111111111111112,0,2303808,0
23139919,PEDRO MOREIRA DO CARMO EMEIF,2013,212.57,3.7,3,2,Grupo 1,34,0.5172413793103449,0.10344827586206896,0.038461538461538464,0.36666666666666664,0.8620689655172413,0,2303808,0
23139919,PEDRO MOREIRA DO CARMO EMEIF,2015,222.55,3.3,3,2,Baixo,33,0.23333333333333334,0.09375,0.03225806451612903,0.5161290322580645,0.4666666666666667,0,2303808,0
23139919,PEDRO MOREIRA DO CARMO EMEIF,2017,261.63,5.2,3,2,Grupo 1,16,0.0625,0,0,0.5,0.42857142857142855,0,2303808,0
23140020,TEREZA DUTRA EMEIF,2017,271.03,5.7,3,1,NA,13,0,0.23076923076923078,0,0.4166666666666667,0.6923076923076923,0,2303808,0
23140020,TEREZA DUTRA EMEIF,2019,249.95,4.5,3,1,Nível II,14,0.5333333333333333,0.3333333333333333,0,0.5714285714285714,0.5714285714285714,0,2303808,0
23140143,JOAO BATISTA MORENO EMEIF,2013,247.83,4.3,3,1,Grupo 3,30,0.6451612903225806,0.16129032258064516,0.07692307692307693,0.5161290322580645,0.41935483870967744,0,2303808,0
23140143,JOAO BATISTA MORENO EMEIF,2015,247.33,3.8,3,1,Médio Baixo,39,0.425,0.175,0.05,0.5,0.35,0,2303808,0
23140143,JOAO BATISTA MORENO EMEIF,2017,256.04,3.4,3,1,Grupo 2,27,0,0.21428571428571427,0,0.39285714285714285,0.39285714285714285,0,2303808,0
23140143,JOAO BATISTA MORENO EMEIF,2019,281.47,5.7,3,1,Nível III,22,0,0.2,0.15,0.3181818181818182,0.4545454545454545,0,2303808,0
23220520,LEANDRO ALVES CORREIA EMEIF,2017,248.52,4.5,3,2,NA,22,0.045454545454545456,0.18181818181818182,0,0.3181818181818182,0.6818181818181818,0,2303808,0
23220520,LEANDRO ALVES CORREIA EMEIF,2019,261.71,5.3,3,2,Nível III,32,0.1935483870967742,0.25806451612903225,0.0967741935483871,0.4375,0.1875,0,2303808,0
23220660,ESTEFANIA DA SILVA EMEF,2013,251.31,3.9,3,1,Grupo 2,20,0.5,0.15,0.1,0.6,0.75,0,2303808,0
23003871,EEF ANA BRITO DE OLIVEIRA,2013,216.58,3.1,3,1,Grupo 1,99,0.42168674698795183,0.07142857142857142,0.04878048780487805,0.4457831325301205,0.7058823529411765,0,2303907,0
23003871,EEF ANA BRITO DE OLIVEIRA,2015,237.32,3.9,3,1,Baixo,88,0.35443037974683544,0.12195121951219512,0.02631578947368421,0.4146341463414634,0.6951219512195121,0,2303907,0
23003871,EEF ANA BRITO DE OLIVEIRA,2017,239.11,4.4,3,1,Grupo 1,88,0.012345679012345678,0.14457831325301204,0.04938271604938271,0.5542168674698795,0.8170731707317073,0,2303907,0
23003871,EEF ANA BRITO DE OLIVEIRA,2019,249.11,4.9,3,1,Nível III,79,0.208955223880597,0.16417910447761194,0.08955223880597014,0.4556962025316456,0.759493670886076,0,2303907,0
23004177,MONSENHOR CARNEIRO EEF,2013,239.3,3.1,3,2,Grupo 1,20,0.6923076923076923,0,0,0.5333333333333333,0.7857142857142857,0,2303907,0
23004177,MONSENHOR CARNEIRO EEF,2017,292.52,5,3,2,Grupo 1,14,0.125,0.3125,0,0.5,0.5,0,2303907,0
23004177,MONSENHOR CARNEIRO EEF,2019,279.39,5.3,3,2,Nível II,16,0.3125,0.1875,0.0625,0.4375,0.75,0,2303907,0
23230592,EPITACIO BRITO DE OLIVEIRA EEF,2013,230.96,3.4,3,1,Grupo 3,75,0.2878787878787879,0.16923076923076924,0.18518518518518517,0.5,0.696969696969697,0,2303907,0
23230592,EPITACIO BRITO DE OLIVEIRA EEF,2015,255.59,4.8,3,1,Médio Baixo,71,0.36363636363636365,0.17647058823529413,0.16923076923076924,0.3382352941176471,0.7761194029850746,0,2303907,0
23230592,EPITACIO BRITO DE OLIVEIRA EEF,2017,272.15,4.9,3,1,Grupo 3,63,0,0.3968253968253968,0.1935483870967742,0.5,0.6612903225806451,0,2303907,0
23230592,EPITACIO BRITO DE OLIVEIRA EEF,2019,269.61,5,3,1,Nível III,84,0.2222222222222222,0.19753086419753085,0.13580246913580246,0.4880952380952381,0.8571428571428571,0,2303907,0
23264446,LUZIA CARDOSO PASSOS EEF,2013,241.57,4.6,3,2,Grupo 1,24,0.3333333333333333,0.041666666666666664,0,0.4166666666666667,0.75,0,2303907,0
23264446,LUZIA CARDOSO PASSOS EEF,2017,236.1,4.5,3,2,NA,17,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.6470588235294118,0.6470588235294118,0,2303907,0
23264446,LUZIA CARDOSO PASSOS EEF,2019,235.07,4.6,3,2,Nível II,19,0.3333333333333333,0.2222222222222222,0,0.3684210526315789,0.9473684210526315,0,2303907,0
23098244,DOM BOSCO C E M,2013,207.15,2.9,3,1,Grupo 2,207,0.4624277456647399,0.11046511627906977,0.05333333333333334,0.5549132947976878,0.6666666666666666,0,2303931,0
23098244,DOM BOSCO C E M,2015,234.47,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2303931,0
23098244,DOM BOSCO C E M,2017,245.54,3.9,3,1,NA,161,0.06493506493506493,0.16993464052287582,0.04666666666666667,0.5359477124183006,0.7354838709677419,0,2303931,0
23098244,DOM BOSCO C E M,2019,256.67,4.6,3,1,Nível II,79,0.17142857142857143,0.14285714285714285,0.04285714285714286,0.4430379746835443,0.620253164556962,0,2303931,0
23098392,FRANCISCO GOMES DAMASCENO E E I F,2019,242.37,4.9,3,1,Nível II,21,0.05,0.3,0.1,0.6666666666666666,0.5714285714285714,0,2303931,0
23098406,FRANCISCO SECUNDO E E I F,2019,244.28,5.2,3,1,Nível III,32,0.10714285714285714,0.07142857142857142,0.21428571428571427,0.4375,0.65625,0,2303931,0
23098759,TOMAZ NUNES E E F,2019,272.46,5,3,2,Nível II,22,0.3,0.25,0,0.4090909090909091,0.5,0,2303931,0
23098813,JOAO FERREIRA VIANA E E I F,2019,239.8,4.6,3,2,Nível II,17,0.15384615384615385,0.07692307692307693,0,0.5294117647058824,0.7058823529411765,0,2303931,0
23098872,EEIF RAIMUNDO ARAUJO,2015,229.44,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2303931,0
23098872,EEIF RAIMUNDO ARAUJO,2017,248.35,5,3,1,NA,32,0.038461538461538464,0.12903225806451613,0.07692307692307693,0.6071428571428571,0.5483870967741935,0,2303931,0
23098872,EEIF RAIMUNDO ARAUJO,2019,276.59,5.8,3,1,Nível II,19,0.15789473684210525,0.5263157894736842,0,0.4210526315789473,0.631578947368421,0,2303931,0
23057491,PADRE ENEMIAS FREIRE DE ALMADA EEF,2013,255.29,3.3,3,1,Grupo 3,95,0.4574468085106383,0.24444444444444444,0.075,0.4457831325301205,0.6666666666666666,0,2303956,0
23057491,PADRE ENEMIAS FREIRE DE ALMADA EEF,2015,260.1,3.7,3,1,Médio Baixo,90,0.47674418604651164,0.313953488372093,0.09411764705882353,0.4235294117647059,0.7411764705882353,0,2303956,0
23057491,PADRE ENEMIAS FREIRE DE ALMADA EEF,2017,262.91,5,3,1,Grupo 2,99,0.12631578947368421,0.29896907216494845,0.08888888888888889,0.4631578947368421,0.7052631578947368,0,2303956,0
23057491,PADRE ENEMIAS FREIRE DE ALMADA EEF,2019,277.13,5.6,3,1,Nível III,90,0.32558139534883723,0.3372093023255814,0.05813953488372093,0.5888888888888889,0.8777777777777778,0,2303956,0
23057548,FRANKLIN MOREIRA XAVIER EEF,2017,252.03,5,3,2,NA,18,0.1111111111111111,0.1111111111111111,0.058823529411764705,0.5294117647058824,0.8823529411764706,0,2303956,0
23057548,FRANKLIN MOREIRA XAVIER EEF,2019,271.22,6,3,2,Nível III,12,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.75,0,2303956,0
23057556,GREGORIO VITORINO DOS SANTOS EEF,2013,255.3,3.3,3,1,Grupo 3,23,0.391304347826087,0.4090909090909091,0.043478260869565216,0.5,0.9565217391304348,0,2303956,0
23057556,GREGORIO VITORINO DOS SANTOS EEF,2015,263.69,4.1,3,1,Médio Baixo,41,0.5121951219512195,0.275,0.1,0.5853658536585366,0.6585365853658537,0,2303956,0
23057556,GREGORIO VITORINO DOS SANTOS EEF,2017,256.84,4.7,3,1,Grupo 2,24,0.047619047619047616,0.22727272727272727,0.09523809523809523,0.36363636363636365,0.8095238095238095,0,2303956,0
23057556,GREGORIO VITORINO DOS SANTOS EEF,2019,273.3,4.9,3,1,Nível IV,26,0.21739130434782608,0.7391304347826086,0.17391304347826086,0.3076923076923077,0.8076923076923077,0,2303956,0
23057610,JUSCELINO KUBITSCHEK EEF,2015,249.21,4.5,3,2,NA,60,0.3793103448275862,0.39344262295081966,0.08620689655172414,0.5254237288135594,0.7627118644067796,0,NA,0
23057610,JUSCELINO KUBITSCHEK EEF,2017,255.91,4.3,3,2,Grupo 2,55,0.03773584905660377,0.25,0.1346153846153846,0.5094339622641509,0.6153846153846154,0,NA,0
23057653,LUIZ LIBERATO DE CARVALHO EEF,2013,247.86,3.9,3,2,Grupo 2,24,0.4090909090909091,0.21739130434782608,0.045454545454545456,0.2727272727272727,0.7391304347826086,0,2303956,0
23057653,LUIZ LIBERATO DE CARVALHO EEF,2015,245.82,3.5,3,2,Médio Baixo,34,0.34375,0.1875,0.0967741935483871,0.46875,0.5625,0,2303956,0
23057653,LUIZ LIBERATO DE CARVALHO EEF,2017,269.44,4,3,2,Grupo 2,21,0.05,0.09523809523809523,0,0.6190476190476191,1,0,2303956,0
23057653,LUIZ LIBERATO DE CARVALHO EEF,2019,284.03,5,3,2,Nível IV,16,0.1875,0.375,0.0625,0.4375,0.8125,0,2303956,0
23057688,MARIA JOANA DE CARVALHO EEF,2013,255.14,4.4,3,2,Grupo 3,24,0.22727272727272727,0.391304347826087,0.13636363636363635,0.5217391304347826,0.6086956521739131,0,2303956,0
23057688,MARIA JOANA DE CARVALHO EEF,2015,251.28,4,3,2,Médio Baixo,23,0.4090909090909091,0.38095238095238093,0,0.5,0.7619047619047619,0,2303956,0
23057688,MARIA JOANA DE CARVALHO EEF,2017,252.93,3.9,3,2,Grupo 2,30,0.15384615384615385,0.2962962962962963,0,0.48148148148148145,0.7407407407407407,0,2303956,0
23057688,MARIA JOANA DE CARVALHO EEF,2019,289.48,5.2,3,2,Nível IV,26,0.3076923076923077,0.46153846153846156,0,0.5384615384615384,0.5769230769230769,0,2303956,0
23057750,RAIMUNDO CELSO DOS SANTOS EEF,2013,235.38,3.7,3,1,Grupo 3,53,0.4,0.21428571428571427,0.13793103448275862,0.3902439024390244,0.6666666666666666,0,2303956,0
23057750,RAIMUNDO CELSO DOS SANTOS EEF,2019,294.78,5.4,3,1,Nível III,44,0.3076923076923077,0.358974358974359,0.02564102564102564,0.5,0.7045454545454546,0,2303956,0
23174617,JOAQUIM ANGELINO DA SILVA EEF,2013,237.09,4.3,3,2,Grupo 2,21,0.5,0.058823529411764705,0.5,0.3,0.6,0,2303956,0
23462124,JOSE ALEXANDRE FILHO EEF,2017,209.86,3.7,3,2,NA,13,0.3076923076923077,0,0,0.5,0.9285714285714286,0,2303956,0
23462124,JOSE ALEXANDRE FILHO EEF,2019,219.66,3.6,3,2,Nível II,17,0.42857142857142855,0.35714285714285715,0,0.4117647058823529,0.7058823529411765,0,2303956,0
23015241,CORACAO DE JESUS EMEIEF,2013,256.45,4.9,3,1,Grupo 2,30,0.3870967741935484,0.0967741935483871,0,0.5806451612903226,0.6129032258064516,0,2304004,0
23015241,CORACAO DE JESUS EMEIEF,2015,336.53,7.4,3,1,Baixo,31,0.16129032258064516,0.03225806451612903,0.06451612903225806,0.4838709677419355,0.9032258064516129,0,2304004,0
23015241,CORACAO DE JESUS EMEIEF,2017,255.5,4.9,3,1,Grupo 1,33,0.06666666666666667,0.23333333333333334,0,0.6666666666666666,0.6666666666666666,0,2304004,0
23015241,CORACAO DE JESUS EMEIEF,2019,302.94,5.9,3,1,Nível II,13,0.3333333333333333,0.5,0.16666666666666666,0.6363636363636364,0.8181818181818182,0,2304004,0
23015357,JOSE DE SALES EMEIEF,2015,261.95,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2304004,0
23015357,JOSE DE SALES EMEIEF,2017,345.26,7.3,3,2,NA,22,0.08695652173913043,0.2608695652173913,0.043478260869565216,0.5909090909090909,0.8695652173913043,0,2304004,0
23015357,JOSE DE SALES EMEIEF,2019,298.16,6.5,3,2,Nível II,24,0,0.05263157894736842,0.05263157894736842,0.4583333333333333,0.6666666666666666,0,2304004,0
23015390,DR MANOEL CARNEIRO DE FRANCA EMEIF,2013,249.27,4.7,3,2,Grupo 2,22,0.3333333333333333,0.14285714285714285,0.058823529411764705,0.5238095238095238,0.5238095238095238,0,NA,0
23015438,PEDRO CONRADO EMEIF,2013,257.14,4.8,3,1,Grupo 2,50,0.375,0.06,0.02,0.6326530612244898,0.5918367346938775,0,2304004,0
23015438,PEDRO CONRADO EMEIF,2015,308.42,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2304004,0
23015438,PEDRO CONRADO EMEIF,2017,350.02,7.2,3,1,NA,39,0,0.15789473684210525,0.10810810810810811,0.48717948717948717,0.6666666666666666,0,2304004,0
23015438,PEDRO CONRADO EMEIF,2019,321.06,6.8,3,1,Nível II,25,0.16666666666666666,0.25,0.041666666666666664,0.4,0.68,0,2304004,0
23015454,SAO JOAQUIM EMEIEF,2015,277.82,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
23015454,SAO JOAQUIM EMEIEF,2017,294.52,6.1,3,1,NA,20,0,0.2,0.1,0.42105263157894735,0.8,0,NA,0
23015470,NOSSA SENHORA DA PIEDADE EMEIEF,2013,249.89,4.8,3,1,Grupo 2,137,0.3360655737704918,0.1557377049180328,0.08264462809917356,0.4336283185840708,0.6568627450980392,0,2304004,0
23015470,NOSSA SENHORA DA PIEDADE EMEIEF,2015,254.15,4.9,3,1,Médio Baixo,151,0.19463087248322147,0.13245033112582782,0.07432432432432433,0.36486486486486486,0.7152317880794702,0,2304004,0
