id_escola,nome_escola,ano,nota_matematica,ideb,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,NIVEL_SOCIO_ECONOMICO,NU_MATRICULADOS_CENSO_9EF,reprovacao,carro,superior,porc_sexo_masc,porc_cor_prePar,cactus,ID_MUNICIPIO,ano_cactus
23249714,LEDITE ANGELO EEIEF PROF,2015,254.92,4.7,3,1,Médio Baixo,52,0.23404255319148937,0.36,0.2,0.4583333333333333,0.5510204081632653,0,2310605,0
23263814,JOAQUIM PEREIRA LIMA ESCOLA DE EDUCACAO BASICA,2017,244.62,4.4,3,1,NA,129,0.07377049180327869,0.42276422764227645,0.11475409836065574,0.5299145299145299,0.7272727272727273,0,2310605,0
23263814,JOAQUIM PEREIRA LIMA ESCOLA DE EDUCACAO BASICA,2019,262.26,4.7,3,1,Nível III,127,0.14423076923076922,0.28846153846153844,0.18269230769230768,0.4960629921259843,0.7952755905511811,0,2310605,0
23045213,DOMINGOS DA CUNHA BRAGA EEIF,2013,221.36,4.1,3,2,Grupo 2,22,0.36363636363636365,0.22727272727272727,0.07142857142857142,0.42857142857142855,0.5217391304347826,0,2310704,0
23045213,DOMINGOS DA CUNHA BRAGA EEIF,2017,261,5.3,3,2,NA,15,0,0.21428571428571427,0,0.5384615384615384,0.5384615384615384,0,2310704,0
23045213,DOMINGOS DA CUNHA BRAGA EEIF,2019,246.8,4.9,3,2,Nível II,19,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.631578947368421,0.7894736842105263,0,2310704,0
23045280,FRANCISCO SA EEF,2013,237.17,4.2,3,1,Grupo 3,121,0.3181818181818182,0.26666666666666666,0.11235955056179775,0.5533980582524272,0.5784313725490197,0,2310704,0
23045280,FRANCISCO SA EEF,2015,239.12,4.5,3,1,Médio,114,0.23529411764705882,0.2830188679245283,0.0707070707070707,0.5238095238095238,0.6851851851851852,0,2310704,0
23045280,FRANCISCO SA EEF,2017,261.73,5.3,3,1,Grupo 2,76,0.039473684210526314,0.3116883116883117,0.06666666666666667,0.44,0.8,0,2310704,0
23045280,FRANCISCO SA EEF,2019,226.31,4.4,3,1,Nível III,114,0.1724137931034483,0.26436781609195403,0.05747126436781609,0.4736842105263158,0.8157894736842105,0,2310704,0
23045299,FCO SA NUCLEO D EEIF,2017,251.06,4.7,3,2,NA,15,0.14285714285714285,0.35714285714285715,0,0.5714285714285714,0.7142857142857143,0,NA,0
23045442,MARIA GLAUCINEIDE FIRMIANO DA SILVA EEIF PROFESSORA,2013,213.62,3.6,3,1,Grupo 3,36,0.41379310344827586,0.07407407407407407,0.14285714285714285,0.5,0.5357142857142857,0,2310704,0
23045442,MARIA GLAUCINEIDE FIRMIANO DA SILVA EEIF PROFESSORA,2015,321.04,7,3,1,Médio Baixo,23,0.2727272727272727,0.391304347826087,0.045454545454545456,0.7391304347826086,0.6956521739130435,0,2310704,0
23045442,MARIA GLAUCINEIDE FIRMIANO DA SILVA EEIF PROFESSORA,2017,227.36,4.8,3,1,Grupo 2,23,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.3333333333333333,0.7727272727272727,0,2310704,0
23045442,MARIA GLAUCINEIDE FIRMIANO DA SILVA EEIF PROFESSORA,2019,248.66,5,3,1,Nível III,26,0.09090909090909091,0.22727272727272727,0.18181818181818182,0.5,0.9615384615384616,0,2310704,0
23045590,EDSON MARTINS CAMPELO EEF,2013,206.25,3.6,3,1,Grupo 2,29,0.3103448275862069,0.06451612903225806,0,0.36363636363636365,NA,0,2310704,0
23045590,EDSON MARTINS CAMPELO EEF,2015,223.21,3.9,3,1,Médio Baixo,30,0.4642857142857143,0.2,0.03333333333333333,0.5357142857142857,0.6428571428571429,0,2310704,0
23045590,EDSON MARTINS CAMPELO EEF,2017,222.35,3.7,3,1,Grupo 2,40,0.175,0.23076923076923078,0.05263157894736842,0.375,0.425,0,2310704,0
23045590,EDSON MARTINS CAMPELO EEF,2019,231.04,3.9,3,1,Nível II,29,0.09090909090909091,0.13636363636363635,0,0.5862068965517241,0.9310344827586207,0,2310704,0
23045604,SEBASTIANA RODRIGUES DE SOUSA EEIF,2017,271.43,5.3,3,2,NA,13,0.16666666666666666,0.09090909090909091,0,0.75,0.9166666666666666,0,NA,0
23045779,WALDEMAR ALCANTARA EEF GOVERNADOR,2013,224.42,4.1,3,1,Grupo 3,116,0.26865671641791045,0.27184466019417475,0.09,0.46534653465346537,0.4027777777777778,0,2310704,0
23045779,WALDEMAR ALCANTARA EEF GOVERNADOR,2015,251.41,4.9,3,1,Médio,86,0.28205128205128205,0.25925925925925924,0.09333333333333334,0.5060240963855421,0.45454545454545453,0,2310704,0
23045779,WALDEMAR ALCANTARA EEF GOVERNADOR,2017,238.31,4.5,3,1,Grupo 3,82,0.05,0.2375,0.07692307692307693,0.5714285714285714,0.75,0,2310704,0
23045779,WALDEMAR ALCANTARA EEF GOVERNADOR,2019,249.85,5.1,3,1,Nível III,64,0.13793103448275862,0.3275862068965517,0.1206896551724138,0.4375,0.765625,0,2310704,0
23045795,RAIMUNDO NONATO PESSOA EEIF,2015,214.61,3.7,3,2,Muito Baixo,21,0.15789473684210525,0.6666666666666666,0,0.42857142857142855,0.875,0,2310704,0
23045795,RAIMUNDO NONATO PESSOA EEIF,2017,305.28,6.1,3,2,NA,12,0.08333333333333333,0.08333333333333333,0,0.7272727272727273,0.6666666666666666,0,2310704,0
23045795,RAIMUNDO NONATO PESSOA EEIF,2019,245.19,4.5,3,2,Nível II,17,0.14285714285714285,0.07142857142857142,0,0.5294117647058824,0.9411764705882353,0,2310704,0
23045817,ALOISIO DOMINGOS DE SOUSA EEIF,2017,245.74,5.1,3,2,NA,14,0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.5833333333333334,0,2310704,0
23045817,ALOISIO DOMINGOS DE SOUSA EEIF,2019,237.29,4.9,3,2,Nível II,12,0.4,0.2,0,0.4166666666666667,0.8333333333333334,0,2310704,0
23045957,ANTONIO CARNEIRO EEIF PREFEITO,2013,243.75,4.5,3,1,Grupo 2,22,0.36363636363636365,0.19047619047619047,0.4,0.7142857142857143,0.6666666666666666,0,2310704,0
23045957,ANTONIO CARNEIRO EEIF PREFEITO,2015,235.39,4.3,3,1,Baixo,23,0.09090909090909091,0.09090909090909091,0,0.5909090909090909,0.8181818181818182,0,2310704,0
23045957,ANTONIO CARNEIRO EEIF PREFEITO,2017,242.16,4.7,3,1,Grupo 1,32,0.16129032258064516,0.125,0.03333333333333333,0.4838709677419355,0.84375,0,2310704,0
23045957,ANTONIO CARNEIRO EEIF PREFEITO,2019,287.34,6,3,1,Nível II,29,0.15384615384615385,0.3076923076923077,0.038461538461538464,0.5517241379310345,0.9655172413793104,0,2310704,0
23045965,MANOEL FELIX GOMES EEIF,2013,207.93,3.6,3,2,Grupo 2,21,0.4,0.23809523809523808,0,0.6875,NA,0,2310704,0
23045965,MANOEL FELIX GOMES EEIF,2017,248.77,4.9,3,2,NA,17,0.058823529411764705,0,0,0.7058823529411765,0.47058823529411764,0,2310704,0
23045965,MANOEL FELIX GOMES EEIF,2019,249.81,5.3,3,2,Nível II,19,0.07142857142857142,0.14285714285714285,0,0.631578947368421,0.7894736842105263,0,2310704,0
23046090,JOSE GOMES DA SILVA EEIF,2017,234.57,4.2,3,1,NA,19,0,0.17647058823529413,0.11764705882352941,0.7058823529411765,0.5882352941176471,0,2310704,0
23046090,JOSE GOMES DA SILVA EEIF,2019,242.91,4.9,3,1,Nível III,10,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.6,0.8,0,2310704,0
23046104,SAO JOSE - MACACOS EEIF,2013,223.02,3.8,3,2,Grupo 2,28,0.391304347826087,0.18518518518518517,0.041666666666666664,0.6923076923076923,0.5384615384615384,0,2310704,0
23046104,SAO JOSE - MACACOS EEIF,2015,246.28,4.3,3,2,Baixo,28,0.21428571428571427,0.18518518518518517,0,0.6153846153846154,0.7407407407407407,0,2310704,0
23046104,SAO JOSE - MACACOS EEIF,2017,222.55,4.2,3,2,Grupo 1,22,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.6190476190476191,0.6818181818181818,0,2310704,0
23046104,SAO JOSE - MACACOS EEIF,2019,250.76,4.6,3,2,Nível II,13,0.35714285714285715,0.35714285714285715,0,0.4615384615384616,1,0,2310704,0
23046155,JOAO GOMES DA SILVA EEIF PREFEITO,2013,216.37,3.7,3,1,Grupo 3,40,0.41025641025641024,0.1388888888888889,0.05714285714285714,0.4,0.6470588235294118,0,2310704,0
23046155,JOAO GOMES DA SILVA EEIF PREFEITO,2015,265.77,5.2,3,1,Médio Baixo,41,0.19444444444444445,0.23076923076923078,0.10810810810810811,0.5384615384615384,0.7948717948717948,0,2310704,0
23046155,JOAO GOMES DA SILVA EEIF PREFEITO,2017,233.21,4.6,3,1,Grupo 2,44,0.075,0.0975609756097561,0.07317073170731707,0.5238095238095238,0.5853658536585366,0,2310704,0
23046155,JOAO GOMES DA SILVA EEIF PREFEITO,2019,245.54,4.9,3,1,Nível II,39,0.058823529411764705,0.29411764705882354,0.029411764705882353,0.4871794871794872,0.6923076923076923,0,2310704,0
23205644,7 DE SETEMBRO EEIF,2017,238.93,5.2,3,2,NA,11,0.2,0.2,0,0.5,0.7,0,NA,0
23238038,VICENTE FEIJO DE MELO EEIF,2013,218.44,3.9,3,1,Grupo 3,56,0.4528301886792453,0.1346153846153846,0.07407407407407407,0.6037735849056604,0.5849056603773585,0,2310704,0
23238038,VICENTE FEIJO DE MELO EEIF,2015,218.61,3.9,3,1,Médio Baixo,40,0.3684210526315789,0.2777777777777778,0.07142857142857142,0.7,0.5483870967741935,0,2310704,0
23238038,VICENTE FEIJO DE MELO EEIF,2017,226.54,4.5,3,1,Grupo 2,34,0.03225806451612903,0.24242424242424243,0.030303030303030304,0.5454545454545454,0.5757575757575758,0,2310704,0
23238038,VICENTE FEIJO DE MELO EEIF,2019,231.4,4.3,3,1,Nível II,32,0.21428571428571427,0.25,0.10714285714285714,0.40625,0.96875,0,2310704,0
23564083,FRANCISCO EDSON TABOSA EEF,2013,222.67,3.9,3,1,Grupo 2,49,0.25,0.14634146341463414,0,0.5789473684210527,0.5833333333333334,0,2310704,0
23564083,FRANCISCO EDSON TABOSA EEF,2015,233.39,3.8,3,1,Baixo,62,0.23214285714285715,0.21428571428571427,0,0.4909090909090909,0.7413793103448276,0,2310704,0
23564083,FRANCISCO EDSON TABOSA EEF,2017,236.23,4.2,3,1,Grupo 1,58,0.037037037037037035,0.11538461538461539,0.019230769230769232,0.3018867924528302,0.5882352941176471,0,2310704,0
23564083,FRANCISCO EDSON TABOSA EEF,2019,228.15,4.2,3,1,Nível II,29,0.10526315789473684,0.10526315789473684,0,0.4827586206896552,0.7586206896551724,0,2310704,0
23138378,ANTONIO PINHEIRO MAIA EEIF,2017,240.78,4,3,2,NA,25,0.038461538461538464,0.38461538461538464,0,0.5769230769230769,0.6538461538461539,0,2310803,0
23138378,ANTONIO PINHEIRO MAIA EEIF,2019,277.99,4.6,3,2,Nível III,21,0.2777777777777778,0.2777777777777778,0.1111111111111111,0.3333333333333333,0.6666666666666666,0,2310803,0
23138386,ANTONIETA CALS DE OLIVEIRA EEF,2015,259.23,4.3,3,1,Médio Baixo,25,0.5,0.20833333333333334,0.12,0.52,0.6,0,2310803,0
23138386,ANTONIETA CALS DE OLIVEIRA EEF,2017,278.2,5,3,1,Grupo 2,16,0.08333333333333333,0.38461538461538464,0,0.38461538461538464,0.7692307692307693,0,2310803,0
23138386,ANTONIETA CALS DE OLIVEIRA EEF,2019,259.06,5.4,3,1,Nível III,15,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.4666666666666667,0.8,0,2310803,0
23138408,CANDIDO JOSE NOGUEIRA EEF,2013,228.36,3.9,3,2,Grupo 2,30,0.4090909090909091,0.14814814814814814,0.25,0.6428571428571429,0.5925925925925926,0,2310803,0
23138408,CANDIDO JOSE NOGUEIRA EEF,2015,230.13,3.6,3,2,Médio Baixo,25,0.2727272727272727,0.09523809523809523,0,0.09523809523809523,0.5,0,2310803,0
23138408,CANDIDO JOSE NOGUEIRA EEF,2017,273.02,4.8,3,2,Grupo 2,23,0.09523809523809523,0.5909090909090909,0.09523809523809523,0.4090909090909091,0.9090909090909091,0,2310803,0
23138408,CANDIDO JOSE NOGUEIRA EEF,2019,285.81,5.5,3,2,Nível III,19,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.5263157894736842,0.631578947368421,0,2310803,0
23138483,FCO DAS CHAGAS DE AQUINO EEIF,2015,263.44,4.9,3,2,Baixo,29,0.4444444444444444,0.17857142857142858,0.07407407407407407,0.3333333333333333,0.5,0,2310803,0
23138483,FCO DAS CHAGAS DE AQUINO EEIF,2017,242.92,3.9,3,2,Grupo 2,28,0.038461538461538464,0.2222222222222222,0,0.48148148148148145,0.6923076923076923,0,2310803,0
23138483,FCO DAS CHAGAS DE AQUINO EEIF,2019,257.52,4.2,3,2,Nível III,17,0.25,0.375,0.0625,0.2941176470588235,0.5882352941176471,0,2310803,0
23138670,MARIA DAS GRACAS NOGUEIRA EEIF,2013,230.59,3.8,3,2,Grupo 3,53,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.37735849056603776,0.5192307692307693,0,2310803,0
23138670,MARIA DAS GRACAS NOGUEIRA EEIF,2015,262.71,4.1,3,2,Médio Baixo,39,0.29411764705882354,0.24242424242424243,0.030303030303030304,0.53125,0.5454545454545454,0,2310803,0
23138670,MARIA DAS GRACAS NOGUEIRA EEIF,2017,272.04,5.3,3,2,Grupo 3,29,0.04,0.6,0.07692307692307693,0.3,0.5172413793103449,0,2310803,0
23138670,MARIA DAS GRACAS NOGUEIRA EEIF,2019,296.92,6.3,3,2,Nível IV,58,0.09433962264150944,0.4339622641509434,0.2641509433962264,0.4827586206896552,0.2068965517241379,0,2310803,0
23138769,NILDA CAMPOS TERCEIRO ESC ENS FUND,2013,238.24,3.7,3,1,Grupo 2,59,0.6379310344827587,0.10344827586206896,0.05263157894736842,0.43103448275862066,0.6724137931034483,0,2310803,0
23138769,NILDA CAMPOS TERCEIRO ESC ENS FUND,2015,260.72,4.7,3,1,Médio Baixo,25,0.46153846153846156,0.14814814814814814,0,0.6666666666666666,0.5925925925925926,0,2310803,0
23138769,NILDA CAMPOS TERCEIRO ESC ENS FUND,2017,264.24,3.4,3,1,Grupo 2,44,0.07317073170731707,0.2682926829268293,0,0.43902439024390244,0.7804878048780488,0,2310803,0
23138769,NILDA CAMPOS TERCEIRO ESC ENS FUND,2019,263.49,4,3,1,Nível III,26,0.43478260869565216,0.17391304347826086,0.043478260869565216,0.4615384615384616,0.4230769230769231,0,2310803,0
23138777,JOSE MATIAS DE SOUSA EEIF,2013,248.15,3,3,2,Grupo 2,22,0.6086956521739131,0.047619047619047616,0,0.36363636363636365,0.5,0,2310803,0
23138777,JOSE MATIAS DE SOUSA EEIF,2015,258.85,3.4,3,2,Baixo,29,0.5185185185185185,0.14814814814814814,0.037037037037037035,0.4444444444444444,0.7037037037037037,0,2310803,0
23138777,JOSE MATIAS DE SOUSA EEIF,2017,275.25,5.5,3,2,Grupo 1,22,0.045454545454545456,0.22727272727272727,0.045454545454545456,0.6363636363636364,0.8181818181818182,0,2310803,0
23138777,JOSE MATIAS DE SOUSA EEIF,2019,262.36,4.8,3,2,Nível III,15,0.46153846153846156,0.3076923076923077,0,0.2,0.7333333333333333,0,2310803,0
23216581,FRANCISCO TELSANGENES DIOGENES EEF,2015,241.95,4.2,3,1,NA,23,0.65,0.1,0,0.47368421052631576,0.5263157894736842,0,2310803,0
23216581,FRANCISCO TELSANGENES DIOGENES EEF,2017,248.04,3.6,3,1,Grupo 2,23,0.045454545454545456,0.2727272727272727,0,0.45,0.7727272727272727,0,2310803,0
23216581,FRANCISCO TELSANGENES DIOGENES EEF,2019,260.71,4.8,3,1,Nível III,23,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.6956521739130435,0.2608695652173913,0,2310803,0
23219254,CLEONICE FREIRE DE QUEIROZ EEF,2013,297.16,5.4,3,1,Grupo 4,37,0.10810810810810811,0.3888888888888889,0.3333333333333333,0.4722222222222222,0.7307692307692307,0,2310803,0
23219254,CLEONICE FREIRE DE QUEIROZ EEF,2015,277.58,5,3,1,Médio,71,0.39705882352941174,0.3484848484848485,0.24242424242424243,0.48484848484848486,0.7272727272727273,0,2310803,0
23219254,CLEONICE FREIRE DE QUEIROZ EEF,2017,313.32,5.8,3,1,Grupo 3,31,0.03225806451612903,0.8064516129032258,0.2903225806451613,0.43333333333333335,0.6451612903225806,0,2310803,0
23219254,CLEONICE FREIRE DE QUEIROZ EEF,2019,306.24,6.3,3,1,Nível IV,39,0.3333333333333333,0.30303030303030304,0.36363636363636365,0.4615384615384616,0.282051282051282,0,2310803,0
23060735,MARIA NAIR DE VASCONCELOS EMEF,2015,231.36,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060735,MARIA NAIR DE VASCONCELOS EMEF,2017,239.97,4.1,3,2,NA,27,0.041666666666666664,0.12,0.08,0.48,0.68,0,2310852,0
23060735,MARIA NAIR DE VASCONCELOS EMEF,2019,256.14,4.9,3,2,Nível II,21,0.2631578947368421,0.15789473684210525,0,0.6666666666666666,0.9523809523809523,0,2310852,0
23060751,AURELINA FALCAO DA SILVA EMEIF,2013,266.83,4.8,3,2,Grupo 3,21,0.3333333333333333,0.1875,0.06666666666666667,0.38461538461538464,0.7333333333333333,0,2310852,0
23060751,AURELINA FALCAO DA SILVA EMEIF,2015,246.92,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060751,AURELINA FALCAO DA SILVA EMEIF,2017,240.58,4.6,3,2,NA,22,0.125,0.08333333333333333,0.041666666666666664,0.4166666666666667,0.9130434782608695,0,2310852,0
23060760,CAMILO JOSE ANSELMO EMEF,2013,219.51,4,3,1,Grupo 3,20,0.45,0.21052631578947367,0.05263157894736842,0.4,0.55,0,2310852,0
23060760,CAMILO JOSE ANSELMO EMEF,2015,221.83,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060760,CAMILO JOSE ANSELMO EMEF,2017,242.87,4.9,3,1,NA,43,0.07692307692307693,0.225,0.10526315789473684,0.5,0.75,0,2310852,0
23060760,CAMILO JOSE ANSELMO EMEF,2019,230.69,4.5,3,1,Nível III,33,0.20689655172413793,0.13793103448275862,0.06896551724137931,0.4545454545454545,0.9090909090909091,0,2310852,0
23060794,FRANCISCA HOLANDA COSTA EEFM,2013,235.71,4.4,3,1,Grupo 3,56,0.4576271186440678,0.2542372881355932,0.0625,0.4827586206896552,0.711864406779661,0,2310852,0
23060794,FRANCISCA HOLANDA COSTA EEFM,2015,246.35,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060794,FRANCISCA HOLANDA COSTA EEFM,2017,251.68,5.1,3,1,NA,141,0.05384615384615385,0.36153846153846153,0.11023622047244094,0.5038759689922481,0.7099236641221374,0,2310852,0
23060794,FRANCISCA HOLANDA COSTA EEFM,2019,253.74,5,3,1,Nível III,95,0.06593406593406594,0.32967032967032966,0.0989010989010989,0.4210526315789473,0.8421052631578947,0,2310852,0
23060808,JOAQUIM NUNES VIEIRA EMEF,2013,247.19,4.3,3,1,Grupo 3,23,0.2857142857142857,0.17391304347826086,0,0.43478260869565216,0.7272727272727273,0,2310852,0
23060808,JOAQUIM NUNES VIEIRA EMEF,2015,250.72,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060808,JOAQUIM NUNES VIEIRA EMEF,2017,257.85,5.3,3,1,NA,28,0.06896551724137931,0.2413793103448276,0.06896551724137931,0.42857142857142855,0.8275862068965517,0,2310852,0
23060816,JOSE QUEIROZ FERREIRA EMEF,2013,248.11,4.7,3,1,Grupo 3,31,0.25806451612903225,0.3870967741935484,0.16129032258064516,0.5,0.7,0,2310852,0
23060816,JOSE QUEIROZ FERREIRA EMEF,2015,245.57,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060816,JOSE QUEIROZ FERREIRA EMEF,2017,263.69,5.3,3,1,NA,24,0,0.4166666666666667,0.125,0.5416666666666666,0.875,0,2310852,0
23060840,OLGA VALE ALBINO EMEF,2013,220.95,3.8,3,1,Grupo 3,24,0.36363636363636365,0.24,0,0.52,0.68,0,2310852,0
23060840,OLGA VALE ALBINO EMEF,2015,242.41,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060840,OLGA VALE ALBINO EMEF,2017,239.93,4.7,3,1,NA,30,0.10344827586206896,0.42857142857142855,0.07142857142857142,0.5862068965517241,0.6785714285714286,0,2310852,0
23060840,OLGA VALE ALBINO EMEF,2019,262.66,5.6,3,1,Nível III,57,0.2037037037037037,0.42592592592592593,0.09259259259259259,0.5263157894736842,0.7368421052631579,0,2310852,0
23060859,PEDRO RICARDO DA SILVA EMEIF,2015,259.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23060859,PEDRO RICARDO DA SILVA EMEIF,2017,258.8,5.3,3,2,NA,17,0,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.625,0,2310852,0
23060859,PEDRO RICARDO DA SILVA EMEIF,2019,254.56,5.2,3,2,Nível III,39,0.2222222222222222,0.3055555555555556,0.027777777777777776,0.4615384615384616,0.9487179487179487,0,2310852,0
23060875,VERONICA PEREIRA DE ARAUJO EMEF PROFESSORA,2013,240.69,4.5,3,1,Grupo 3,57,0.40350877192982454,0.2413793103448276,0.05263157894736842,0.43859649122807015,0.7368421052631579,0,2310852,0
23060875,VERONICA PEREIRA DE ARAUJO EMEF PROFESSORA,2015,245.11,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310852,0
23193123,ANDRELINA MARIA DE SOUSA EMEF PROFESSORA,2013,243.39,4.6,3,2,Grupo 3,26,0.4,0.08333333333333333,0.041666666666666664,0.6,0.76,0,2310852,0
23193123,ANDRELINA MARIA DE SOUSA EMEF PROFESSORA,2017,233.42,4.5,3,2,NA,24,0.12,0.4,0.041666666666666664,0.5769230769230769,0.84,0,2310852,0
23193123,ANDRELINA MARIA DE SOUSA EMEF PROFESSORA,2019,263.68,5.2,3,2,Nível II,26,0.20833333333333334,0.20833333333333334,0,0.6538461538461539,0.6153846153846154,0,2310852,0
23120690,EMEF AZARIAS FERNANDES,2013,260.49,4.2,3,1,Grupo 3,118,0.45614035087719296,0.16521739130434782,0.03529411764705882,0.45871559633027525,0.5670103092783505,0,2310902,0
23120690,EMEF AZARIAS FERNANDES,2015,254.91,4.7,3,1,Médio Baixo,61,0.2903225806451613,0.22580645161290322,0.06779661016949153,0.5245901639344263,0.5423728813559322,0,2310902,0
23120690,EMEF AZARIAS FERNANDES,2017,254.58,5,3,1,Grupo 2,84,0.02564102564102564,0.34615384615384615,0.01282051282051282,0.47435897435897434,0.5194805194805194,0,2310902,0
23120690,EMEF AZARIAS FERNANDES,2019,268.63,5.5,3,1,Nível III,84,0.0975609756097561,0.18292682926829268,0.07317073170731707,0.4166666666666667,0.5595238095238095,0,2310902,0
23121025,EMEF JOSE MARTINS DA COSTA,2017,261.77,5.1,3,2,NA,29,0.06666666666666667,0.3225806451612903,0.06666666666666667,0.5483870967741935,0.6,0,2310902,0
23121025,EMEF JOSE MARTINS DA COSTA,2019,287.33,6,3,2,Nível III,19,0.15789473684210525,0.3157894736842105,0.10526315789473684,0.6842105263157895,0.5789473684210527,0,2310902,0
23121246,REINO INFANTIL EMEF,2015,286.03,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310902,0
23121246,REINO INFANTIL EMEF,2017,295.46,5.7,3,1,NA,32,0.03225806451612903,0.45161290322580644,0.07407407407407407,0.3548387096774194,0.5806451612903226,0,2310902,0
23121246,REINO INFANTIL EMEF,2019,297.84,6.4,3,1,Nível III,25,0.08,0.4,0.04,0.48,0.52,0,2310902,0
23121432,SAO SEBASTIAO EMEF,2015,257.82,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2310902,0
23121432,SAO SEBASTIAO EMEF,2017,261.82,5.1,3,1,NA,15,0.14285714285714285,0.07142857142857142,0,0.5714285714285714,0.6428571428571429,0,2310902,0
23121432,SAO SEBASTIAO EMEF,2019,274.39,5.8,3,1,Nível III,18,0.125,0.3125,0,0.2777777777777778,0.6666666666666666,0,2310902,0
23219904,PROFÂª ANA CLARA DE MAGALHAES EMEF,2013,253.2,4.2,3,1,Grupo 3,33,0.36363636363636365,0.09090909090909091,0,0.48484848484848486,0.8787878787878788,0,2310902,0
23219904,PROFÂª ANA CLARA DE MAGALHAES EMEF,2017,271.06,5.7,3,1,NA,32,0.12903225806451613,0.25,0.0967741935483871,0.6129032258064516,0.5625,0,2310902,0
23219904,PROFÂª ANA CLARA DE MAGALHAES EMEF,2019,288.13,6.1,3,1,Nível III,30,0,0.3181818181818182,0.18181818181818182,0.6666666666666666,0.5,0,2310902,0
23029056,ANTONIO SILVANO BALACO,2013,245.73,4.4,3,2,Grupo 3,61,0.29310344827586204,0.16071428571428573,0.08771929824561403,0.39473684210526316,0.6666666666666666,0,2310951,0
23029056,ANTONIO SILVANO BALACO,2015,287.55,5.4,3,2,Médio Baixo,50,0.3673469387755102,0.18,0.02,0.52,0.58,0,2310951,0
23029056,ANTONIO SILVANO BALACO,2019,364.54,8.5,3,2,Nível III,26,0.04,0.52,0.2,0.5,0.3461538461538461,0,2310951,0
23029145,FRANCISCO FERREIRA SANTIAGO,2015,268.79,5.7,3,1,Baixo,22,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.42857142857142855,0.7619047619047619,0,2310951,0
23029145,FRANCISCO FERREIRA SANTIAGO,2017,297.09,5.8,3,1,Grupo 2,23,0,0.23809523809523808,0,0.5,0.9047619047619048,0,2310951,0
23029145,FRANCISCO FERREIRA SANTIAGO,2019,362.86,8.2,3,1,Nível III,40,0.23684210526315788,0.2894736842105263,0.18421052631578946,0.425,0.325,0,2310951,0
23029277,MARIA MADALENA LIRA PASSOS,2015,252.38,5.1,3,1,Médio Baixo,31,0.22580645161290322,0.13793103448275862,0.034482758620689655,0.5172413793103449,0.5862068965517241,0,2310951,0
23029277,MARIA MADALENA LIRA PASSOS,2017,287.49,6.1,3,1,Grupo 2,44,0,0.18181818181818182,0.045454545454545456,0.5909090909090909,0.8604651162790697,0,2310951,0
23029277,MARIA MADALENA LIRA PASSOS,2019,344.09,7.8,3,1,Nível III,32,0.2413793103448276,0.06896551724137931,0.06896551724137931,0.53125,0.78125,0,2310951,0
23029374,CENTRO EDUCACIONAL RURAL,2013,240.2,3.5,3,1,Grupo 3,25,0.36363636363636365,0.12,0.0625,0.4,0.52,0,2310951,0
23029374,CENTRO EDUCACIONAL RURAL,2015,323.41,6.9,3,1,Médio Baixo,23,0.4090909090909091,0.08695652173913043,0.045454545454545456,0.7272727272727273,0.4782608695652174,0,2310951,0
23029374,CENTRO EDUCACIONAL RURAL,2017,257.8,5.3,3,1,Grupo 2,24,0.08333333333333333,0.4166666666666667,0.043478260869565216,0.5416666666666666,0.625,0,2310951,0
23254173,ALZIRA MARIA DE ARAUJO,2013,236.72,4.3,3,1,Grupo 3,98,0.4148936170212766,0.12359550561797752,0.0898876404494382,0.5647058823529412,0.609375,0,2310951,0
23254173,ALZIRA MARIA DE ARAUJO,2015,271.41,5.4,3,1,Médio Baixo,68,0.4647887323943662,0.08695652173913043,0.014705882352941176,0.6268656716417911,0.5735294117647058,0,2310951,0
23254173,ALZIRA MARIA DE ARAUJO,2017,308.94,6.8,3,1,Grupo 1,45,0.06818181818181818,0.45454545454545453,0.20930232558139536,0.3333333333333333,0.6136363636363636,0,2310951,0
